"","site_code","site","plot","time.point","material","species","soil.vwc","soil.pH","moisturePercent.whc","moisturePercent.gwc","MAT","MAP","Elevation","Longitude","Latitude","soil.SIR","high.rep","moisture.trt","temp.trt","cumulativeCO2Flux_mgCpergramSL","perc_decomp_T1","perc_decomp_T2","moist_temp_resp_40_25","moist_temp_resp_80_25","moist_temp_resp_40_15","moist_temp_resp_80_15","ligninPercent","nitrogenPercent","carbonPercent","site_plot","site_time","material_site_time","material_time","inc_trt","K","r","rK_NA","Copiotroph","Oligotroph","CO_NA","r_K","C_O","copiotroph","oligotroph","CO.eggo","copio.genus","oligo.genus","CO.genus.eggo"
"61","L394","TREE",11,1,"litter","ACRU",38.63333333,4.78,57.92992497,47.46207643,4.8,797,472,-89.58723685,45.49495713,7.862013449,TRUE,NA,NA,NA,0.198995294,0.351055656,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-11","TREE-1","litterTREE-1","litter1","TNA_MNA"," 655","1208"," 584","1219","  81","1147",1.84427480916031,15.0493827160494,"812"," 29",28,"1727"," 417",4.14148681055156
"62","L414","TREE",13,1,"litter","ACRU",28.43333333,4.41,46.19897988,36.94961599,4.8,797,472,-89.58092497,45.49465053,5.725267881,TRUE,NA,NA,NA,0.252781689,0.467363482,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-13","TREE-1","litterTREE-1","litter1","TNA_MNA"," 729","1366"," 352","1368","  47","1032",1.87379972565158,29.1063829787234,"974"," 17",57.2941176470588,"1807"," 318",5.68238993710692
"63","L425","TREE",14,1,"litter","ACRU",18.13333333,5.31,42.16403313,29.48843925,4.8,797,472,-89.57375234,45.49420303,8.334806212,TRUE,NA,NA,NA,0.201680256,0.374718557,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-14","TREE-1","litterTREE-1","litter1","TNA_MNA"," 568","1586"," 293","1504","  25"," 918",2.79225352112676,60.16,"1035","  18",57.5,"1819"," 305",5.96393442622951
"64","L42a","BART",4,1,"litter","FAGR",26.26666667,4.6,64.44221626,51.3558889,6.2,1325,232,-71.28869421,44.06396489,10.3919767,FALSE,NA,NA,NA,0.222165143,0.311325098,NA,NA,NA,NA,22.222,1.654,51.745,"BART-4","BART-1","litterBART-1","litter1","TNA_MNA"," 503","1541"," 403","1338","  68","1041",3.06361829025845,19.6764705882353,"1163","  31",37.5161290322581,"1754"," 365",4.80547945205479
"65","L443","TREE",15,1,"litter","ACSA",19.23333333,4.71,36.97411198,20.41676753,4.8,797,472,-89.57369621,45.4951296,4.981034644,TRUE,NA,NA,NA,0.213068561,0.448671319,NA,39.61822765,NA,NA,7.483333333,1.446666667,47.01,"TREE-15","TREE-1","litterTREE-1","litter1","TNA_MNA"," 789","1379"," 279","1370","  14","1063",1.74778200253485,97.8571428571429,"1093","   9",121.444444444444,"1781"," 224",7.95089285714286
"66","L45","BART",5,1,"litter","FAGR",15.93333333,4.49,62.2634877,44.22185942,6.2,1325,232,-71.2866807,44.0640836,10.16681017,FALSE,NA,NA,NA,0.176094101,0.574229608,NA,NA,NA,NA,22.222,1.654,51.745,"BART-5","BART-1","litterBART-1","litter1","TNA_MNA"," 510","1451"," 486","1299","  70","1078",2.84509803921569,18.5571428571429,"1051","   9",116.777777777778,"1607"," 395",4.06835443037975
"67","L46a","BART",6,1,"litter","ACRU",23.83333333,4.24,70.75017283,57.37343718,6.2,1325,232,-71.28642944,44.06423738,18.46942283,FALSE,NA,NA,NA,0.346120033,0.38613932,NA,NA,NA,NA,9.982,1.458,52.232,"BART-6","BART-1","litterBART-1","litter1","TNA_MNA"," 853","1418"," 176","1401","  23","1023",1.66236811254396,60.9130434782609,"1259","  19",66.2631578947368,"1824"," 311",5.86495176848875
"68","L479","TREE",19,1,"litter","ACRU",9.6,4.81,35.92688861,23.23692552,4.8,797,472,-89.57314304,45.49394593,7.031060262,TRUE,NA,NA,NA,0.23948853,0.394478874,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-19","TREE-1","litterTREE-1","litter1","TNA_MNA"," 460","1451"," 536","1376","  45","1026",3.15434782608696,30.5777777777778,"1116","  27",41.3333333333333,"1682"," 319",5.27272727272727
"69","L500","TREE",21,1,"litter","ACSA",12.1,4.59,29.57651062,18.04582048,4.8,797,472,-89.5783073,45.49020207,4.941711008,TRUE,NA,NA,NA,0.383465849,0.579060681,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-21","TREE-1","litterTREE-1","litter1","TNA_MNA"," 493","1301"," 653","1181","  32","1234",2.63894523326572,36.90625,"752"," 10",75.2,"1884"," 317",5.94321766561514
"70","L505a","BART",11,1,"litter","FAGR",13.56666667,4.5,59.49117086,46.98405036,6.2,1325,232,-71.28541055,44.06287865,9.857681079,TRUE,NA,NA,NA,0.178086623,0.350457052,44.93256574,46.1899177,17.69909606,28.8918525,22.222,1.654,51.745,"BART-11","BART-1","litterBART-1","litter1","TNA_MNA"," 491","1506"," 450","1327","  97","1023",3.06720977596741,13.680412371134,"878"," 35",25.0857142857143,"1892"," 284",6.66197183098592
"71","L526a","BART",17,1,"litter","ACRU",34.73333333,4.06,72.91232063,62.14822335,6.2,1325,232,-71.28434691,44.06306306,15.10074241,TRUE,NA,NA,NA,0.285751969,0.512831819,NA,NA,NA,NA,9.982,1.458,52.232,"BART-17","BART-1","litterBART-1","litter1","TNA_MNA"," 891","1348"," 208","1395","  31","1021",1.51290684624018,45,"1191","   2",595.5,"1814"," 280",6.47857142857143
"72","L53","BART",8,1,"litter","TSCA",20.56666667,4.21,80.10158357,65.80955796,6.2,1325,232,-71.28852624,44.06371699,25.77615924,FALSE,NA,NA,NA,0.17166132,0.483654756,47.50438897,50.72109784,21.29333786,28.26609242,10.906,0.963,52.26,"BART-8","BART-1","litterBART-1","litter1","TNA_MNA"," 617","1554"," 276","1524","  33"," 890",2.51863857374392,46.1818181818182,"1070","   9",118.888888888889,"1684"," 360",4.67777777777778
"73","L55","BART",9,1,"litter","TSCA",15.56666667,NA,NA,39.14601227,6.2,1325,232,NA,NA,NA,FALSE,NA,NA,NA,0.149832036,0.409532346,NA,NA,NA,NA,10.906,0.963,52.26,"BART-9","BART-1","litterBART-1","litter1","TNA_MNA"," 566","1640"," 241","1645","  44"," 758",2.89752650176678,37.3863636363636,"1262","  32",39.4375,"1699"," 324",5.24382716049383
"74","L551","BART",22,1,"litter","FAGR",17.7,4.43,60.45978009,46.6349975,6.2,1325,232,-71.2893681,44.06108218,7.607667798,TRUE,NA,NA,NA,0.207448636,0.606722823,41.5023168,43.76501409,19.23911872,NA,22.222,1.654,51.745,"BART-22","BART-1","litterBART-1","litter1","TNA_MNA"," 694","1499"," 254","1215","  38","1194",2.15994236311239,31.9736842105263,"944"," 25",37.76,"1859"," 259",7.17760617760618
"75","L558a","BART",25,1,"litter","ACRU",53.86666667,4.16,79.38297024,74.71694709,6.2,1325,232,-71.28870522,44.06205617,19.19046227,FALSE,NA,NA,NA,0.335786746,0.594786073,NA,NA,NA,NA,9.982,1.458,52.232,"BART-25","BART-1","litterBART-1","litter1","TNA_MNA"," 690","1272"," 485","1143","  38","1266",1.84347826086957,30.0789473684211,"996"," 90",11.0666666666667,"1768"," 318",5.55974842767296
"76","L559a","BART",27,1,"litter","FAGR",31.96666667,4.43,72.68345541,64.83930399,6.2,1325,232,-71.28862607,44.0625625,16.53971493,FALSE,NA,NA,NA,NA,0.471670223,NA,NA,NA,NA,22.222,1.654,51.745,"BART-27","BART-1","litterBART-1","litter1","TNA_MNA"," 920","1336"," 191","1431","  40"," 976",1.45217391304348,35.775,"1287","   4",321.75,"1799"," 270",6.66296296296296
"77","L563a","BART",28,1,"litter","FAGR",17.46666667,4.49,66.19993462,53.52627479,6.2,1325,232,-71.29213861,44.06370221,11.24294895,FALSE,NA,NA,NA,0.106212122,0.46694105,NA,NA,NA,NA,22.222,1.654,51.745,"BART-28","BART-1","litterBART-1","litter1","TNA_MNA"," 698","1121"," 628","1146"," 104","1197",1.60601719197708,11.0192307692308,"698"," 83",8.40963855421687,"1772"," 346",5.12138728323699
"78","L565","HARV",1,1,"litter","ACRU",49.03333333,4.83,77.82570748,73.08817731,7.4,1199,351,-72.171021,42.536636,13.11501361,FALSE,NA,NA,NA,NA,0.495232845,NA,NA,NA,NA,12.78444444,1.558888889,49.37666667,"HARV-1","HARV-1","litterHARV-1","litter1","TNA_MNA"," 779","1155"," 513","1260","  98","1089",1.48267008985879,12.8571428571429,"876"," 22",39.8181818181818,"1640"," 432",3.7962962962963
"79","L571","HARV",3,1,"litter","QURU",36.66666667,4.27,62.13590103,51.04734442,7.4,1199,351,-72.17054,42.537174,6.914517954,FALSE,NA,NA,NA,0.408121826,0.563727791,NA,NA,NA,NA,18.91714286,1.839285714,49.40785714,"HARV-3","HARV-1","litterHARV-1","litter1","TNA_MNA"," 320","1486"," 641","1174","  98","1175",4.64375,11.9795918367347,"1039","  33",31.4848484848485,"1588"," 329",4.82674772036474
"80","L587","HARV",9,1,"litter","PIST",22.1,4.78,52.92644524,36.69713784,7.4,1199,351,-72.170898,42.540878,5.836917868,FALSE,NA,NA,NA,0.219390262,0.465547344,NA,NA,NA,NA,19.7175,1.2575,51.990625,"HARV-9","HARV-1","litterHARV-1","litter1","TNA_MNA"," 778","1326"," 343","1436","  47"," 964",1.70437017994859,30.5531914893617,"1129","  45",25.0888888888889,"1587"," 302",5.25496688741722
"81","L590","HARV",10,1,"litter","QURU",25.6,4.46,57.38262604,38.31988535,7.4,1199,351,-72.170967,42.540401,6.587374642,FALSE,NA,NA,NA,0.315227411,0.701709727,NA,NA,NA,NA,18.91714286,1.839285714,49.40785714,"HARV-10","HARV-1","litterHARV-1","litter1","TNA_MNA"," 465","1054"," 928"," 971"," 127","1349",2.26666666666667,7.64566929133858,"681"," 73",9.32876712328767,"1737"," 404",4.29950495049505
"82","L597","HARV",12,1,"litter","ACRU",25.16666667,4.58,61.16856592,36.4165107,7.4,1199,351,-72.171684,42.541607,7.717543396,FALSE,NA,NA,NA,0.537368062,0.647652192,NA,NA,NA,NA,12.78444444,1.558888889,49.37666667,"HARV-12","HARV-1","litterHARV-1","litter1","TNA_MNA"," 672","1178"," 597","1187","  23","1237",1.75297619047619,51.6086956521739,"816"," 11",74.1818181818182,"1698"," 454",3.74008810572687
"83","L59a","BART",10,1,"litter","ACRU",28.23333333,4.23,73.58618794,57.90491851,6.2,1325,232,-71.28548342,44.06285509,17.75402164,FALSE,NA,NA,NA,0.331100375,0.414541399,NA,NA,NA,NA,9.982,1.458,52.232,"BART-10","BART-1","litterBART-1","litter1","TNA_MNA"," 726","1270"," 451","1125","  59","1263",1.74931129476584,19.0677966101695,"959"," 48",19.9791666666667,"1793"," 301",5.95681063122924
"84","L600","HARV",13,1,"litter","QURU",25.8,4.81,54.02361785,41.41407969,7.4,1199,351,-72.172249,42.541656,8.001985081,FALSE,NA,NA,NA,0.340384172,0.699830504,NA,NA,NA,NA,18.91714286,1.839285714,49.40785714,"HARV-13","HARV-1","litterHARV-1","litter1","TNA_MNA"," 403","1522"," 522","1327","  82","1038",3.77667493796526,16.1829268292683,"1141","  23",49.6086956521739,"1553"," 409",3.79706601466993
"85","L602","HARV",15,1,"litter","ACRU",32,4.24,67.09391783,54.44042455,7.4,1199,351,-72.174629,42.542515,10.20029518,FALSE,NA,NA,NA,0.369829877,0.527154667,NA,NA,NA,NA,12.78444444,1.558888889,49.37666667,"HARV-15","HARV-1","litterHARV-1","litter1","TNA_MNA","1061","1323","  63","1753","  17"," 677",1.24693685202639,103.117647058824,"1230","   7",175.714285714286,"1407"," 701",2.00713266761769
"86","L624","HARV",28,1,"litter","PIST",27.5,4.09,61.80995548,48.22299372,7.4,1199,351,-72.178543,42.541161,8.581623986,FALSE,NA,NA,NA,0.150153479,0.405508287,NA,NA,NA,NA,19.7175,1.2575,51.990625,"HARV-28","HARV-1","litterHARV-1","litter1","TNA_MNA"," 821","1435"," 191","1586","  31"," 830",1.74786845310597,51.1612903225806,"1327","  57",23.280701754386,"1398"," 321",4.35514018691589
"87","L631","HARV",31,1,"litter","PIST",24.8,4.58,58.07031911,40.36097929,7.4,1199,351,-72.181335,42.541046,8.193603165,FALSE,NA,NA,NA,0.202770771,0.365840226,NA,NA,NA,NA,19.7175,1.2575,51.990625,"HARV-31","HARV-1","litterHARV-1","litter1","TNA_MNA"," 719","1426"," 302","1617","  46"," 784",1.98331015299026,35.1521739130435,"1382","   4",345.5,"1634"," 243",6.72427983539095
"88","L644","HARV",36,1,"litter","ACRU",100,4.07,86.67047181,90.32459549,7.4,1199,351,-72.181564,42.538696,23.98367102,FALSE,NA,NA,NA,0.310738926,0.498130825,NA,NA,NA,NA,12.78444444,1.558888889,49.37666667,"HARV-36","HARV-1","litterHARV-1","litter1","TNA_MNA"," 578","1056"," 813","1008"," 117","1322",1.82698961937716,8.61538461538461,"710"," 19",37.3684210526316,"1854"," 380",4.87894736842105
"89","L65","TREE",35,1,"litter","TSCA",10.4,5.03,30.48017726,16.58066187,4.8,797,472,-89.58290739,45.49283561,4.134469206,FALSE,NA,NA,NA,0.045755325,0.302093268,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-35","TREE-1","litterTREE-1","litter1","TNA_MNA"," 397","1744"," 306","1594","  15"," 838",4.39294710327456,106.266666666667,"1296","  66",19.6363636363636,"1618"," 304",5.32236842105263
"90","L657","HARV",41,1,"litter","QURU",27.96666667,4.43,64.65224365,50.53143086,7.4,1199,351,-72.185211,42.535995,11.5767675,FALSE,NA,NA,NA,0.287127001,0.524662523,NA,NA,NA,NA,18.91714286,1.839285714,49.40785714,"HARV-41","HARV-1","litterHARV-1","litter1","TNA_MNA"," 626","1331"," 490","1299","  60","1088",2.12619808306709,21.65,"998"," 22",45.3636363636364,"1676"," 347",4.8299711815562
"91","L663","HARV",43,1,"litter","PIST",17.46666667,4.72,57.82255642,41.15171606,7.4,1199,351,-72.184715,42.534431,8.878775748,FALSE,NA,NA,NA,0.100098547,0.567534332,NA,NA,NA,NA,19.7175,1.2575,51.990625,"HARV-43","HARV-1","litterHARV-1","litter1","TNA_MNA"," 736","1385"," 326","1459","  39"," 949",1.88179347826087,37.4102564102564,"1199","  81",14.8024691358025,"1500"," 372",4.03225806451613
"92","L68a","BART",2,1,"litter","FAGR",25.06666667,4.34,71.94316075,62.33846894,6.2,1325,232,-71.28971358,44.06390482,11.91453883,TRUE,NA,NA,NA,0.225120755,0.467793882,35.17147272,48.54497124,17.56050591,16.74652961,22.222,1.654,51.745,"BART-2","BART-1","litterBART-1","litter1","TNA_MNA"," 619","1313"," 515","1176","  63","1208",2.12116316639742,18.6666666666667,"920"," 64",14.375,"1848"," 278",6.64748201438849
"93","L699","HARV",45,1,"litter","QURU",21.26666667,4.5,62.46396205,41.25012582,7.4,1199,351,-72.180862,42.534264,9.052951813,FALSE,NA,NA,NA,0.237242405,0.562345944,NA,NA,NA,NA,18.91714286,1.839285714,49.40785714,"HARV-45","HARV-1","litterHARV-1","litter1","TNA_MNA"," 941","1352"," 154","1697","  24"," 726",1.43676939426142,70.7083333333333,"1227","   7",175.285714285714,"1627"," 362",4.49447513812155
"94","L700","GRSM",3,1,"litter","ACRU",43.1,4.81,60.70353221,48.0938006,13.1,1375,579,-83.51087531,35.68935048,8.621504024,TRUE,NA,NA,NA,0.63295847,0.692514792,NA,NA,NA,NA,8.596666667,1.566666667,47.895,"GRSM-3","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 367","1113"," 967"," 867"," 258","1322",3.03269754768392,3.36046511627907,"651"," 99",6.57575757575758,"1678"," 438",3.8310502283105
"95","L716","GRSM",5,1,"litter","QUMO",16.16666667,4.75,47.90278232,27.9067089,13.1,1375,579,-83.51026648,35.68947186,8.885959749,TRUE,NA,NA,NA,0.469547058,0.611455155,NA,NA,NA,NA,10.98555556,2.07,48.48333333,"GRSM-5","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 289","1189"," 969"," 912"," 136","1399",4.11418685121107,6.70588235294118,"761"," 68",11.1911764705882,"1664"," 416",4
"96","L748","GRSM",8,1,"litter","QUMO",21.33333333,4.25,63.15905115,43.65258798,13.1,1375,579,-83.50898663,35.68986082,10.56077746,TRUE,NA,NA,NA,0.442488606,0.611721141,NA,NA,NA,NA,10.98555556,2.07,48.48333333,"GRSM-8","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 515","1203"," 729","1186"," 136","1125",2.33592233009709,8.72058823529412,"968"," 26",37.2307692307692,"1548"," 307",5.04234527687296
"97","L773","GRSM",14,1,"litter","QUMO",8.8,4.66,42.07758485,21.96572298,13.1,1375,579,-83.50756867,35.69027925,8.676534425,TRUE,NA,NA,NA,0.226779216,0.278153991,NA,NA,NA,NA,10.98555556,2.07,48.48333333,"GRSM-14","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 828","1072"," 547","1280","  93","1074",1.29468599033816,13.7634408602151,"861"," 14",61.5,"1612"," 251",6.42231075697211
"98","L800","GRSM",18,1,"litter","LITU",25.96666667,4.81,51.52041049,35.12759896,13.1,1375,579,-83.50901265,35.68926127,7.097564307,FALSE,NA,NA,NA,0.536634059,0.596452962,NA,NA,NA,NA,12.21266667,2.275,46.189,"GRSM-18","GRSM-1","litterGRSM-1","litter1","TNA_MNA","642","858","947"," 914"," 413","1120",1.33644859813084,2.21307506053269,"589","161",3.6583850931677,"1670"," 454",3.6784140969163
"99","L812","GRSM",19,1,"litter","ACRU",20.5,5.03,45.65324924,32.66141985,13.1,1375,579,-83.50881507,35.68888579,7.073381071,TRUE,NA,NA,NA,0.575403661,0.629736685,NA,NA,NA,NA,8.596666667,1.566666667,47.895,"GRSM-19","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 678","1041"," 728","1107"," 160","1180",1.5353982300885,6.91875,"751"," 72",10.4305555555556,"1623"," 395",4.10886075949367
"100","L821","GRSM",20,1,"litter","LITU",14.3,4.95,50.90726927,32.57625565,13.1,1375,579,-83.50860704,35.68877357,9.255998546,FALSE,NA,NA,NA,0.522083093,0.639738501,NA,NA,NA,NA,12.21266667,2.275,46.189,"GRSM-20","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 426","1214"," 807"," 978"," 156","1313",2.84976525821596,6.26923076923077,"731"," 53",13.7924528301887,"1688"," 434",3.88940092165899
"101","L828","GRSM",22,1,"litter","ACRU",24.03333333,4.59,50.89103853,36.78869518,13.1,1375,579,-83.50814254,35.6887509,6.072461281,TRUE,NA,NA,NA,0.409027935,0.639747356,NA,NA,NA,NA,8.596666667,1.566666667,47.895,"GRSM-22","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 957","1050"," 440","1427","  42"," 978",1.09717868338558,33.9761904761905,"924"," 15",61.6,"1587"," 513",3.09356725146199
"102","L82a","BART",13,1,"litter","FAGR",12.4,4.15,65.88027097,41.93383965,6.2,1325,232,-71.28468799,44.06149491,12.42478213,FALSE,NA,NA,NA,0.118960377,0.846445329,NA,NA,NA,NA,22.222,1.654,51.745,"BART-13","BART-1","litterBART-1","litter1","TNA_MNA"," 618","1355"," 474","1211","  48","1188",2.19255663430421,25.2291666666667,"954"," 68",14.0294117647059,"1790"," 365",4.9041095890411
"103","L864","GRSM",25,1,"litter","ACRU",21.93333333,4.89,50.88342748,40.36513191,13.1,1375,579,-83.50946643,35.68925861,9.241226246,TRUE,NA,NA,NA,0.538305558,0.636493141,NA,NA,NA,NA,8.596666667,1.566666667,47.895,"GRSM-25","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 589","1000"," 858"," 954"," 259","1234",1.69779286926995,3.68339768339768,"638","131",4.87022900763359,"1704"," 436",3.90825688073395
"104","L870","GRSM",26,1,"litter","LITU",49.6,5.3,54.87421324,54.35919371,13.1,1375,579,-83.50995476,35.68907608,7.73908654,FALSE,NA,NA,NA,0.584841157,0.629429755,NA,NA,NA,NA,12.21266667,2.275,46.189,"GRSM-26","GRSM-1","litterGRSM-1","litter1","TNA_MNA","683","941","823","1123"," 303","1021",1.37774524158126,3.70627062706271,"654","129",5.06976744186047,"1693"," 469",3.60980810234542
"105","L872","GRSM",27,1,"litter","LITU",11.63333333,4.77,43.67369633,29.47060356,13.1,1375,579,-83.51028303,35.68881052,8.847455648,FALSE,NA,NA,NA,0.301032163,0.47137404,NA,NA,NA,NA,12.21266667,2.275,46.189,"GRSM-27","GRSM-1","litterGRSM-1","litter1","TNA_MNA"," 572","1011"," 864","1132"," 278","1037",1.76748251748252,4.07194244604317,"772"," 87",8.8735632183908,"1642"," 516",3.18217054263566
"106","L87a","BART",14,1,"litter","ACRU",23.03333333,4.24,73.73618553,54.81171548,6.2,1325,232,-71.28454791,44.06133529,14.12693199,FALSE,NA,NA,NA,0.261929543,0.374557844,NA,NA,NA,NA,9.982,1.458,52.232,"BART-14","BART-1","litterBART-1","litter1","TNA_MNA"," 508","1571"," 368","1198","  12","1237",3.09251968503937,99.8333333333333,"917"," 21",43.6666666666667,"1620"," 431",3.75870069605568
"107","L99a","BART",18,1,"litter","FAGR",18.33333333,4.37,59.5662543,52.13992693,6.2,1325,232,-71.28441287,44.06361193,8.519546284,FALSE,NA,NA,NA,0.064159659,0.356920108,NA,NA,NA,NA,22.222,1.654,51.745,"BART-18","BART-1","litterBART-1","litter1","TNA_MNA"," 146","1968"," 333","2114","   0"," 333",13.4794520547945,Inf,"1968","   0",Inf,"1598"," 240",6.65833333333333
"108","LT0BARTP11","BART",11,0,"litter","FAGR",13.56666667,4.5,59.49117086,46.98405036,6.2,1325,232,-71.28541055,44.06287865,9.857681079,TRUE,NA,NA,NA,0.178086623,0.350457052,44.93256574,46.1899177,17.69909606,28.8918525,22.222,1.654,51.745,"BART-11","BART-0","litterBART-0","litter0","TNA_MNA"," 162","2057"," 228","1967","  16"," 464",12.6975308641975,122.9375,"2041","   4",510.25,"1461"," 314",4.65286624203822
"109","LT0BARTP2","BART",2,0,"litter","FAGR",25.06666667,4.34,71.94316075,62.33846894,6.2,1325,232,-71.28971358,44.06390482,11.91453883,TRUE,NA,NA,NA,0.225120755,0.467793882,35.17147272,48.54497124,17.56050591,16.74652961,22.222,1.654,51.745,"BART-2","BART-0","litterBART-0","litter0","TNA_MNA"," 375","1581"," 491","1302","  58","1087",4.216,22.448275862069,"1248","  15",83.2,"1213"," 579",2.09499136442142
"110","LT0BARTP20","BART",20,0,"litter","FAGR",20.7,4.13,62.98978991,49.14695341,6.2,1325,232,-71.29084523,44.06029496,10.75668644,TRUE,NA,NA,NA,0.132059754,0.321248805,NA,NA,NA,NA,22.222,1.654,51.745,"BART-20","BART-0","litterBART-0","litter0","TNA_MNA"," 133","2236","  78","2158","   4"," 285",16.812030075188,539.5,"1991","   5",398.2,"1940"," 278",6.97841726618705
"111","LT0BARTP21","BART",21,0,"litter","ACRU",18.06666667,4.23,68.2780601,54.40921026,6.2,1325,232,-71.29099025,44.06018075,11.45308735,TRUE,NA,NA,NA,0.37789687,0.481094081,NA,NA,NA,NA,9.982,1.458,52.232,"BART-21","BART-0","litterBART-0","litter0","TNA_MNA"," 170","2011"," 266","1976","  51"," 420",11.8294117647059,38.7450980392157,"1900","  64",29.6875,"1292"," 223",5.79372197309417
