,H2OSOI,SOILLIQ,SOILICE,TSOI,W_SCALAR,PCT_CLAY,AGNPP,PRECIP,RAIN,SNOW,TBOT,GPP,AR,NPP,LITFALL
151,0.3735796,7.4715915,0.0,17.505432,0.7248552,11.8,9.843505,6.8717494,6.8717494,0.0,16.149963,7.22219,2.2972698,4.92492,0.97967696
152,0.35327658,7.0655313,0.0,16.618011,0.69702125,11.8,9.032432,0.0,0.0,0.0,15.754944,7.689407,2.3701653,5.3192415,0.9931213
153,0.34120664,6.824133,0.0,15.849213,0.6798493,11.8,8.221472,0.50075,0.50075,0.0,14.783691,7.5502977,2.2646694,5.2856283,0.9849031
154,0.33800727,6.7601457,0.0,15.743011,0.6729134,11.8,7.410613,1.24675,1.24675,0.0,14.024445,7.5265,2.2292337,5.2972665,0.98255235
155,0.34910485,6.9820967,0.0,15.053955,0.6908549,11.8,6.599863,4.23575,4.23575,0.0,13.507996,7.1003647,2.3347325,4.765632,0.9693185
156,0.3587592,7.175184,0.0,16.004395,0.70587295,11.8,5.812832,3.755,3.755,0.0,15.352631,7.9347095,2.4661925,5.4685173,0.97357017
157,0.3698119,7.396238,0.0,18.907562,0.7177621,11.8,5.173589,3.7552505,3.7552505,0.0,18.987457,8.521948,2.82271,5.699238,0.97443664
158,0.36166888,7.2333775,0.0,19.144623,0.7115282,11.8,4.5600586,1.9635,1.9635,0.0,19.299469,8.977603,2.87851,6.099093,0.96673787
159,0.35089052,7.01781,0.0,18.868713,0.6977028,11.8,3.9465957,0.0,0.0,0.0,18.899689,8.150953,2.711355,5.439598,0.97808415
160,0.33704633,6.7409263,0.0,18.189484,0.67674744,11.8,3.3332,0.0,0.0,0.0,17.848969,8.1161,2.5112624,5.604838,0.97959477
161,0.32436872,6.4873743,0.0,17.720093,0.6566885,11.8,2.7304745,0.0,0.0,0.0,17.81958,7.722101,2.4864683,5.235633,0.98405564
